dataset,family,graph,n_neighbors,repeat,alpha,sigma,gamma,graph_seconds,affinity_bytes,nnz_affinity,accuracy,ari,nmi,purity,eigensolver_seconds,post_kmeans_seconds,total_seconds,embedding_distortion,error
two_moons,synthetic,knn_rbf,4.0,0,0.7,0.035876083556053984,388.4722050016006,0.003244332999997823,32844,2570,1.0,1.0,1.0,1.0,0.4778372920000038,0.008752624999999625,0.48983425000000125,9.863851320406253e-24,
two_moons,synthetic,knn_rbf,4.0,1,0.7,0.035876083556053984,388.4722050016006,0.0015180420000007189,32844,2570,1.0,1.0,1.0,1.0,0.45805958399999724,0.008508833999997023,0.468086459999995,9.863851320406253e-24,
two_moons,synthetic,knn_rbf,4.0,2,0.7,0.035876083556053984,388.4722050016006,0.00143091700000042,32844,2570,1.0,1.0,1.0,1.0,0.4656172500000011,0.007239416000004439,0.47428758300000595,9.863851320406253e-24,
two_moons,synthetic,knn_rbf,4.0,3,0.7,0.035876083556053984,388.4722050016006,0.001422458000000404,32844,2570,1.0,1.0,1.0,1.0,0.4854642499999997,0.007721667000005539,0.49460837500000565,9.863851320406253e-24,
two_moons,synthetic,knn_rbf,4.0,4,0.7,0.035876083556053984,388.4722050016006,0.0015575830000003066,32844,2570,1.0,1.0,1.0,1.0,0.46606470799999755,0.007759333000002755,0.4753816240000006,9.863851320406253e-24,
two_moons,synthetic,knn_rbf,6.0,0,0.7,0.043347016147560806,266.1041142104489,0.0013477080000043884,47004,3750,1.0,1.0,1.0,1.0,0.2305818749999986,0.007798790999999028,0.23972837400000202,1.2225739438540657e-24,
two_moons,synthetic,knn_rbf,6.0,1,0.7,0.043347016147560806,266.1041142104489,0.0019133750000008831,47004,3750,1.0,1.0,1.0,1.0,0.2814405000000022,0.008228291999998305,0.2915821670000014,1.2225739438540657e-24,
two_moons,synthetic,knn_rbf,6.0,2,0.7,0.043347016147560806,266.1041142104489,0.0014748339999997029,47004,3750,1.0,1.0,1.0,1.0,0.2790188330000021,0.00819129100000282,0.2886849580000046,1.2225739438540657e-24,
two_moons,synthetic,knn_rbf,6.0,3,0.7,0.043347016147560806,266.1041142104489,0.001655667000001415,47004,3750,1.0,1.0,1.0,1.0,0.26724533400000183,0.006443750000002524,0.27534475100000577,1.2225739438540657e-24,
two_moons,synthetic,knn_rbf,6.0,4,0.7,0.043347016147560806,266.1041142104489,0.0014349169999974265,47004,3750,1.0,1.0,1.0,1.0,0.2854427500000014,0.008739708000000235,0.29561737499999907,1.2225739438540657e-24,
two_moons,synthetic,knn_rbf,8.0,0,0.7,0.04977762937138126,201.79090348343126,0.001516041999998663,60972,4914,1.0,1.0,1.0,1.0,0.18960004200000213,0.011714916999999048,0.20283100099999984,5.551159130014266e-24,
two_moons,synthetic,knn_rbf,8.0,1,0.7,0.04977762937138126,201.79090348343126,0.002267082999999559,60972,4914,1.0,1.0,1.0,1.0,0.17381087500000092,0.010902874999999312,0.1869808329999998,5.551159130014266e-24,
two_moons,synthetic,knn_rbf,8.0,2,0.7,0.04977762937138126,201.79090348343126,0.002181124999999895,60972,4914,1.0,1.0,1.0,1.0,0.17757587500000227,0.009715999999997393,0.18947299999999956,5.551159130014266e-24,
two_moons,synthetic,knn_rbf,8.0,3,0.7,0.04977762937138126,201.79090348343126,0.0020689580000023966,60972,4914,1.0,1.0,1.0,1.0,0.16923316700000157,0.00905041700000453,0.1803525420000085,5.551159130014266e-24,
